AtlasCourseId,CourseReference,DORSCourseIdentifier,DORSForceContractIdentifier,AtlasVenueId,VenueName,DORSSiteIdentifier,CourseStartDateAndTime,CourseEndDateAndTime,CourseType,CourseEnabled,DORSSChemeName,DORSSchemeIdentifier,Notes
5459,MB1120,2654244,104,24,TAD Centre,152,2017-08-17 08:30,2017-08-17 12:30,National Speed Awareness Course,YES,National Speed Awareness Course,2,"NOTE ADDED: Jul 27 2017  8:50AM BY: Atlas System  Client Name: Ms Joanne Wilkinson, Id: 55085 - transferred into this course from course Id: 5458  ------------------------------------  ,NOTE ADDED: Jul 27 2017  9:29AM BY: Atlas System  Client Name: Ms Helen Cassidy, Id: 54386 - transferred into this course from course Id: 5355  ------------------------------------  ,NOTE ADDED: Jul 27 2017 10:14AM BY: Atlas System  Client Name: Mr Gary Bell, Id: 58914 - transferred into this course from course Id: 5441  ------------------------------------  ,NOTE ADDED: Jul 27 2017 10:26AM BY: Atlas System  Client Name: Mrs Clare HALL, Id: 59011 - transferred into this course from course Id: 5441  ------------------------------------  ,NOTE ADDED: Jul 27 2017 10:29AM BY: Atlas System  Client Name: Mr Howard Instone, Id: 58774 - transferred into this course from course Id: 5441  ------------------------------------  ,NOTE ADDED: Jul 27 2017 10:34AM BY: Atlas System  Client Name: Ms Carol Lee, Id: 58908 - transferred into this course from course Id: 5441  ------------------------------------  ,NOTE ADDED: Jul 27 2017 10:36AM BY: Atlas System  Client Name: Mr Matthew HOPTON, Id: 58920 - transferred into this course from course Id: 5441  ------------------------------------  ,NOTE ADDED: Jul 27 2017 11:00AM BY: Atlas System  Client Name: Mr Michael Lonsdale, Id: 59000 - transferred into this course from course Id: 5441  ------------------------------------  ,NOTE ADDED: Jul 27 2017 11:08AM BY: Atlas System  Client Name: Miss Nicola MARSH, Id: 58928 - transferred into this course from course Id: 5441  ------------------------------------  ,NOTE ADDED: Jul 28 2017  2:06PM BY: Atlas System  Client Name: Mr Denis PICKERSGILL, Id: 58909 - transferred into this course from course Id: 5441  ------------------------------------  ,NOTE ADDED: Jul 28 2017  2:08PM BY: Atlas System  Client Name: Mr Ian Spencer, Id: 59043 - transferred into this course from course Id: 5441  ------------------------------------  ,NOTE ADDED: Jul 28 2017  2:38PM BY: Atlas System  Client Name: Mr Colin Wappett, Id: 58824 - transferred into this course from course Id: 5441  ------------------------------------  ,NOTE ADDED: Jul 28 2017  2:43PM BY: Atlas System  Client Name: Anthony Rutherford, Id: 59256 - transferred into this course from course Id: 5460  ------------------------------------  ,NOTE ADDED: Jul 28 2017  2:54PM BY: Atlas System  Client Name: Jane Haigh, Id: 59230 - transferred into this course from course Id: 5441  ------------------------------------  ,NOTE ADDED: Jul 28 2017  2:56PM BY: Atlas System  Client Name: Ms Debra Mary Fairless, Id: 59258 - transferred into this course from course Id: 5441  ------------------------------------  ,NOTE ADDED: Aug  2 2017  8:12AM BY: Atlas System  Client Name: Mr Glen Faulkner, Id: 58929 - transferred into this course from course Id: 5444  ------------------------------------  ,NOTE ADDED: Aug  2 2017  9:43AM BY: Atlas System  Client Name: Mr Andrew Lowdon, Id: 54769 - transferred into this course from course Id: 5360  ------------------------------------  ,NOTE ADDED: Aug  2 2017 10:27AM BY: Atlas System  Client Name: Mr Andrew Pemberton, Id: 55032 - transferred into this course from course Id: 5360  ------------------------------------  ,NOTE ADDED: Aug  2 2017 10:41AM BY: Atlas System  Client Name: Mr Nigel Batchelor, Id: 55607 - transferred into this course from course Id: 5360  ------------------------------------  ,NOTE ADDED: Aug  2 2017 12:31PM BY: Atlas System  Client Name: Mr Nadeem Akram, Id: 56254 - transferred into this course from course Id: 5460  ------------------------------------  ,NOTE ADDED: Aug  4 2017  2:04PM BY: Atlas System  Client Name: Mr Ian Spencer, Id: 59043 - transferred out of this course on to Course Id: 5464  ------------------------------------  ,NOTE ADDED: Aug  4 2017  4:01PM BY: Atlas System  Client Name: Mr Lewis Barry, Id: 55025 - transferred into this course from course Id: 5360  ------------------------------------  ,NOTE ADDED: Aug  6 2017  2:17PM BY: Atlas System  Client Name: Mr Glen Faulkner, Id: 58929 - transferred out of this course on to Course Id: 5473  ------------------------------------  ,NOTE ADDED: Aug  6 2017  3:35PM BY: Atlas System  Client Name: Ms Debra Mary Fairless, Id: 59258 - transferred out of this course on to Course Id: 5524  ------------------------------------  ,NOTE ADDED: Aug  7 2017  9:48AM BY: Atlas System  Client Name: David Bridge, Id: 59254 - transferred out of this course on to Course Id: 5544  ------------------------------------  ,NOTE ADDED: Aug  7 2017  9:55AM BY: Atlas System  Client Name: Jane Haigh, Id: 59230 - transferred out of this course on to Course Id: 5528  ------------------------------------  ,NOTE ADDED: Aug  7 2017 11:21AM BY: Atlas System  Client Name: Jayne Pickering, Id: 59574 - transferred into this course from course Id: 5467  ------------------------------------  ,NOTE ADDED: Aug  8 2017 11:59AM BY: Atlas System  Client Name: Anthony Rutherford, Id: 59256 - transferred out of this course on to Course Id: 5488  ------------------------------------  ,NOTE ADDED: Aug 10 2017  4:06PM BY: Sam Foster  Client Name: Mr Karl Harland, Id: 56597 - transferred into this course from course Id: 5362  ------------------------------------  ,NOTE ADDED: Aug 10 2017  4:06PM BY: Sam Foster    ------------------------------------  ,NOTE ADDED: Aug 14 2017  9:05AM BY: Ellie Sumpton  Client Name: Mr Stephen Jones, Id: 59852 - transferred into this course from course Id: 5491  ------------------------------------  ,NOTE ADDED: Aug 14 2017  9:05AM BY: Ellie Sumpton    ------------------------------------  ,NOTE ADDED: Aug 17 2017  9:40AM BY: Joanne Coulter  Client Name: Mr Lewis Barry, Id: 55025 - transferred out of this course on to Course Id: 5411  ------------------------------------  ,NOTE ADDED: Aug 17 2017  9:40AM BY: Joanne Coulter    ------------------------------------  ,NOTE ADDED: Aug 18 2017 12:59PM BY: Sam Foster  Client Name: Mr Karl Harland, Id: 56597 - transferred out of this course on to Course Id: 5486  ------------------------------------  ,NOTE ADDED: Aug 18 2017 12:59PM BY: Sam Foster    ------------------------------------  "
5316,CH174E,0,NULL,5,Chester-le-Street Cricket Club,624,2017-08-16 17:00,2017-08-16 21:00,National Speed Awareness Course,YES,National Speed Awareness Course,2,"NOTE ADDED: Jul 20 2017  8:41AM BY: Atlas System  Client Name: Mr Norman Campbell, Id: 56034 - transferred out of this course on to Course Id: 5447  ------------------------------------  ,NOTE ADDED: Jul 20 2017  3:30PM BY: Atlas System  Client Name: Mr Simon Walker, Id: 56227 - transferred into this course from course Id: 5452  ------------------------------------  ,NOTE ADDED: Aug  2 2017 11:37AM BY: Atlas System  Client Name: Mr Luke Fowler, Id: 51596 - transferred into this course from course Id: 5309  ------------------------------------  ,NOTE ADDED: Aug 16 2017  8:11AM BY: Ellie Sumpton  Client Name: Mr Daniel Robson, Id: 56368 - transferred out of this course on to Course Id: 5514  ------------------------------------  ,NOTE ADDED: Aug 16 2017  8:11AM BY: Ellie Sumpton    ------------------------------------  ,NOTE ADDED: Aug 17 2017  2:52PM BY: Sam Foster  Client Name: Mr Calvin Gibson, Id: 54970 - transferred out of this course on to Course Id: 5514  ------------------------------------  ,NOTE ADDED: Aug 17 2017  2:52PM BY: Sam Foster    ------------------------------------  "
5316,CH174E,2636346,345,5,Chester-le-Street Cricket Club,624,2017-08-16 17:00,2017-08-16 21:00,National Speed Awareness Course,YES,National Speed Awareness Course,2,"NOTE ADDED: Jul 20 2017  8:41AM BY: Atlas System  Client Name: Mr Norman Campbell, Id: 56034 - transferred out of this course on to Course Id: 5447  ------------------------------------  ,NOTE ADDED: Jul 20 2017  3:30PM BY: Atlas System  Client Name: Mr Simon Walker, Id: 56227 - transferred into this course from course Id: 5452  ------------------------------------  ,NOTE ADDED: Aug  2 2017 11:37AM BY: Atlas System  Client Name: Mr Luke Fowler, Id: 51596 - transferred into this course from course Id: 5309  ------------------------------------  ,NOTE ADDED: Aug 16 2017  8:11AM BY: Ellie Sumpton  Client Name: Mr Daniel Robson, Id: 56368 - transferred out of this course on to Course Id: 5514  ------------------------------------  ,NOTE ADDED: Aug 16 2017  8:11AM BY: Ellie Sumpton    ------------------------------------  ,NOTE ADDED: Aug 17 2017  2:52PM BY: Sam Foster  Client Name: Mr Calvin Gibson, Id: 54970 - transferred out of this course on to Course Id: 5514  ------------------------------------  ,NOTE ADDED: Aug 17 2017  2:52PM BY: Sam Foster    ------------------------------------  "
5316,CH174E,2648461,NULL,5,Chester-le-Street Cricket Club,624,2017-08-16 17:00,2017-08-16 21:00,National Speed Awareness Course,YES,National Speed Awareness Course,2,"NOTE ADDED: Jul 20 2017  8:41AM BY: Atlas System  Client Name: Mr Norman Campbell, Id: 56034 - transferred out of this course on to Course Id: 5447  ------------------------------------  ,NOTE ADDED: Jul 20 2017  3:30PM BY: Atlas System  Client Name: Mr Simon Walker, Id: 56227 - transferred into this course from course Id: 5452  ------------------------------------  ,NOTE ADDED: Aug  2 2017 11:37AM BY: Atlas System  Client Name: Mr Luke Fowler, Id: 51596 - transferred into this course from course Id: 5309  ------------------------------------  ,NOTE ADDED: Aug 16 2017  8:11AM BY: Ellie Sumpton  Client Name: Mr Daniel Robson, Id: 56368 - transferred out of this course on to Course Id: 5514  ------------------------------------  ,NOTE ADDED: Aug 16 2017  8:11AM BY: Ellie Sumpton    ------------------------------------  ,NOTE ADDED: Aug 17 2017  2:52PM BY: Sam Foster  Client Name: Mr Calvin Gibson, Id: 54970 - transferred out of this course on to Course Id: 5514  ------------------------------------  ,NOTE ADDED: Aug 17 2017  2:52PM BY: Sam Foster    ------------------------------------  "
5438,D4C18C,0,NULL,5,Chester-le-Street Cricket Club,624,2017-08-16 15:00,2017-08-16 17:15,Driving 4 Change,YES,Driving 4 Change Course,5,"NOTE ADDED: Jul 21 2017  9:50AM BY: Atlas System  Client Name: Ms Barbara Jardine, Id: 58754 - transferred out of this course on to Course Id: 5455  ------------------------------------  "
5438,D4C18C,2640731,NULL,5,Chester-le-Street Cricket Club,624,2017-08-16 15:00,2017-08-16 17:15,Driving 4 Change,YES,Driving 4 Change Course,5,"NOTE ADDED: Jul 21 2017  9:50AM BY: Atlas System  Client Name: Ms Barbara Jardine, Id: 58754 - transferred out of this course on to Course Id: 5455  ------------------------------------  "
5438,D4C18C,2648290,NULL,5,Chester-le-Street Cricket Club,624,2017-08-16 15:00,2017-08-16 17:15,Driving 4 Change,YES,Driving 4 Change Course,5,"NOTE ADDED: Jul 21 2017  9:50AM BY: Atlas System  Client Name: Ms Barbara Jardine, Id: 58754 - transferred out of this course on to Course Id: 5455  ------------------------------------  "
5367,MB1112A,0,NULL,24,TAD Centre,152,2017-08-16 13:30,2017-08-16 17:30,National Speed Awareness Course,YES,National Speed Awareness Course,2,"NOTE ADDED: Jul 10 2017  9:28AM BY: Atlas System  Client Name: Ms Susan Kellett, Id: 56134 - transferred into this course from course Id: 5363  ------------------------------------  ,NOTE ADDED: Jul 10 2017  1:24PM BY: Atlas System  Client Name: Ms Helen Gibson, Id: 54059 - transferred into this course from course Id: 5357  ------------------------------------  ,NOTE ADDED: Jul 11 2017 10:57AM BY: Atlas System  Client Name: Ms Susan Kellett, Id: 56134 - transferred out of this course on to Course Id: 5366  ------------------------------------  ,NOTE ADDED: Jul 13 2017 12:20PM BY: Atlas System  Client Name: Mr Anthony Honeyman, Id: 54479 - transferred into this course from course Id: 5350  ------------------------------------  ,NOTE ADDED: Aug  1 2017  8:48AM BY: Atlas System  Client Name: Ms Valentyna Simms, Id: 55346 - transferred into this course from course Id: 5454  ------------------------------------  ,NOTE ADDED: Aug  7 2017  9:20AM BY: Atlas System  Client Name: Miss Tracy Bartlett, Id: 56707 - transferred out of this course on to Course Id: 5486  ------------------------------------  ,NOTE ADDED: Aug  7 2017  2:27PM BY: Atlas System  Client Name: Miss Kelly Mcavoy, Id: 56570 - transferred out of this course on to Course Id: 5472  ------------------------------------  ,NOTE ADDED: Aug  8 2017  7:09AM BY: Atlas System  Client Name: Ms Amy Livingstone, Id: 58091 - transferred out of this course on to Course Id: 5497  ------------------------------------  ,NOTE ADDED: Aug 16 2017  8:57AM BY: Joanne Coulter  Client Name: Mr Peter Chandler, Id: 56846 - transferred out of this course on to Course Id: 5469  ------------------------------------  ,NOTE ADDED: Aug 16 2017  8:57AM BY: Joanne Coulter    ------------------------------------  ,NOTE ADDED: Aug 17 2017  1:25PM BY: Justin Goult  Client Name: Mr Mark Hinds, Id: 55016 - transferred out of this course on to Course Id: 5471  ------------------------------------  ,NOTE ADDED: Aug 17 2017  1:25PM BY: Justin Goult    ------------------------------------  ,NOTE ADDED: Aug 17 2017  2:05PM BY: Sam Foster  Client Name: Ms Helen Gibson, Id: 54059 - transferred out of this course on to Course Id: 5453  ------------------------------------  ,NOTE ADDED: Aug 17 2017  2:05PM BY: Sam Foster    ------------------------------------  ,NOTE ADDED: Aug 17 2017  2:16PM BY: Sam Foster  Client Name: Mr Anthony Honeyman, Id: 54479 - transferred out of this course on to Course Id: 5471  ------------------------------------  ,NOTE ADDED: Aug 17 2017  2:16PM BY: Sam Foster    ------------------------------------  "
5367,MB1112A,2636393,104,24,TAD Centre,152,2017-08-16 13:30,2017-08-16 17:30,National Speed Awareness Course,YES,National Speed Awareness Course,2,"NOTE ADDED: Jul 10 2017  9:28AM BY: Atlas System  Client Name: Ms Susan Kellett, Id: 56134 - transferred into this course from course Id: 5363  ------------------------------------  ,NOTE ADDED: Jul 10 2017  1:24PM BY: Atlas System  Client Name: Ms Helen Gibson, Id: 54059 - transferred into this course from course Id: 5357  ------------------------------------  ,NOTE ADDED: Jul 11 2017 10:57AM BY: Atlas System  Client Name: Ms Susan Kellett, Id: 56134 - transferred out of this course on to Course Id: 5366  ------------------------------------  ,NOTE ADDED: Jul 13 2017 12:20PM BY: Atlas System  Client Name: Mr Anthony Honeyman, Id: 54479 - transferred into this course from course Id: 5350  ------------------------------------  ,NOTE ADDED: Aug  1 2017  8:48AM BY: Atlas System  Client Name: Ms Valentyna Simms, Id: 55346 - transferred into this course from course Id: 5454  ------------------------------------  ,NOTE ADDED: Aug  7 2017  9:20AM BY: Atlas System  Client Name: Miss Tracy Bartlett, Id: 56707 - transferred out of this course on to Course Id: 5486  ------------------------------------  ,NOTE ADDED: Aug  7 2017  2:27PM BY: Atlas System  Client Name: Miss Kelly Mcavoy, Id: 56570 - transferred out of this course on to Course Id: 5472  ------------------------------------  ,NOTE ADDED: Aug  8 2017  7:09AM BY: Atlas System  Client Name: Ms Amy Livingstone, Id: 58091 - transferred out of this course on to Course Id: 5497  ------------------------------------  ,NOTE ADDED: Aug 16 2017  8:57AM BY: Joanne Coulter  Client Name: Mr Peter Chandler, Id: 56846 - transferred out of this course on to Course Id: 5469  ------------------------------------  ,NOTE ADDED: Aug 16 2017  8:57AM BY: Joanne Coulter    ------------------------------------  ,NOTE ADDED: Aug 17 2017  1:25PM BY: Justin Goult  Client Name: Mr Mark Hinds, Id: 55016 - transferred out of this course on to Course Id: 5471  ------------------------------------  ,NOTE ADDED: Aug 17 2017  1:25PM BY: Justin Goult    ------------------------------------  ,NOTE ADDED: Aug 17 2017  2:05PM BY: Sam Foster  Client Name: Ms Helen Gibson, Id: 54059 - transferred out of this course on to Course Id: 5453  ------------------------------------  ,NOTE ADDED: Aug 17 2017  2:05PM BY: Sam Foster    ------------------------------------  ,NOTE ADDED: Aug 17 2017  2:16PM BY: Sam Foster  Client Name: Mr Anthony Honeyman, Id: 54479 - transferred out of this course on to Course Id: 5471  ------------------------------------  ,NOTE ADDED: Aug 17 2017  2:16PM BY: Sam Foster    ------------------------------------  "
5367,MB1112A,2648146,NULL,24,TAD Centre,152,2017-08-16 13:30,2017-08-16 17:30,National Speed Awareness Course,YES,National Speed Awareness Course,2,"NOTE ADDED: Jul 10 2017  9:28AM BY: Atlas System  Client Name: Ms Susan Kellett, Id: 56134 - transferred into this course from course Id: 5363  ------------------------------------  ,NOTE ADDED: Jul 10 2017  1:24PM BY: Atlas System  Client Name: Ms Helen Gibson, Id: 54059 - transferred into this course from course Id: 5357  ------------------------------------  ,NOTE ADDED: Jul 11 2017 10:57AM BY: Atlas System  Client Name: Ms Susan Kellett, Id: 56134 - transferred out of this course on to Course Id: 5366  ------------------------------------  ,NOTE ADDED: Jul 13 2017 12:20PM BY: Atlas System  Client Name: Mr Anthony Honeyman, Id: 54479 - transferred into this course from course Id: 5350  ------------------------------------  ,NOTE ADDED: Aug  1 2017  8:48AM BY: Atlas System  Client Name: Ms Valentyna Simms, Id: 55346 - transferred into this course from course Id: 5454  ------------------------------------  ,NOTE ADDED: Aug  7 2017  9:20AM BY: Atlas System  Client Name: Miss Tracy Bartlett, Id: 56707 - transferred out of this course on to Course Id: 5486  ------------------------------------  ,NOTE ADDED: Aug  7 2017  2:27PM BY: Atlas System  Client Name: Miss Kelly Mcavoy, Id: 56570 - transferred out of this course on to Course Id: 5472  ------------------------------------  ,NOTE ADDED: Aug  8 2017  7:09AM BY: Atlas System  Client Name: Ms Amy Livingstone, Id: 58091 - transferred out of this course on to Course Id: 5497  ------------------------------------  ,NOTE ADDED: Aug 16 2017  8:57AM BY: Joanne Coulter  Client Name: Mr Peter Chandler, Id: 56846 - transferred out of this course on to Course Id: 5469  ------------------------------------  ,NOTE ADDED: Aug 16 2017  8:57AM BY: Joanne Coulter    ------------------------------------  ,NOTE ADDED: Aug 17 2017  1:25PM BY: Justin Goult  Client Name: Mr Mark Hinds, Id: 55016 - transferred out of this course on to Course Id: 5471  ------------------------------------  ,NOTE ADDED: Aug 17 2017  1:25PM BY: Justin Goult    ------------------------------------  ,NOTE ADDED: Aug 17 2017  2:05PM BY: Sam Foster  Client Name: Ms Helen Gibson, Id: 54059 - transferred out of this course on to Course Id: 5453  ------------------------------------  ,NOTE ADDED: Aug 17 2017  2:05PM BY: Sam Foster    ------------------------------------  ,NOTE ADDED: Aug 17 2017  2:16PM BY: Sam Foster  Client Name: Mr Anthony Honeyman, Id: 54479 - transferred out of this course on to Course Id: 5471  ------------------------------------  ,NOTE ADDED: Aug 17 2017  2:16PM BY: Sam Foster    ------------------------------------  "
5458,DT133A,0,NULL,16,Morrison Trust Darlington,626,2017-08-16 13:30,2017-08-16 17:30,National Speed Awareness Course,YES,National Speed Awareness Course,2,"NOTE ADDED: Jul 27 2017  8:50AM BY: Atlas System  Client Name: Ms Joanne Wilkinson, Id: 55085 - transferred into this course from course Id: 5357  ------------------------------------  ,NOTE ADDED: Jul 27 2017  8:50AM BY: Atlas System  Client Name: Ms Joanne Wilkinson, Id: 55085 - transferred out of this course on to Course Id: 5459  ------------------------------------  ,NOTE ADDED: Jul 27 2017  9:53AM BY: Atlas System  Client Name: Mrs Anna BELL, Id: 58649 - transferred into this course from course Id: 5248  ------------------------------------  ,NOTE ADDED: Jul 27 2017 10:09AM BY: Atlas System  Client Name: Mr Greg Thompson, Id: 55228 - transferred into this course from course Id: 5248  ------------------------------------  ,NOTE ADDED: Jul 27 2017 10:19AM BY: Atlas System  Client Name: Mr Steven Gibson, Id: 53533 - transferred into this course from course Id: 5268  ------------------------------------  ,NOTE ADDED: Jul 27 2017 10:24AM BY: Atlas System  Client Name: Karen Holden, Id: 59465 - transferred into this course from course Id: 5441  ------------------------------------  ,NOTE ADDED: Jul 27 2017 10:31AM BY: Atlas System  Client Name: Mrs Allison FOX, Id: 59153 - transferred into this course from course Id: 5449  ------------------------------------  ,NOTE ADDED: Jul 27 2017  1:35PM BY: Atlas System  Client Name: Mr David Appleyard, Id: 59140 - transferred into this course from course Id: 5448  ------------------------------------  ,NOTE ADDED: Jul 27 2017  3:04PM BY: Atlas System  Client Name: Mr Robert Hird, Id: 55480 - transferred into this course from course Id: 5249  ------------------------------------  ,NOTE ADDED: Jul 28 2017 10:24AM BY: Atlas System  Client Name: Mr Neil Pollard, Id: 54639 - transferred into this course from course Id: 5402  ------------------------------------  ,NOTE ADDED: Aug  4 2017 10:14AM BY: Atlas System  Client Name: Katie BELL, Id: 59430 - transferred out of this course on to Course Id: 5515  ------------------------------------  ,NOTE ADDED: Aug  4 2017 12:09PM BY: Atlas System  Client Name: Mr G HARKER, Id: 59409 - transferred out of this course on to Course Id: 5539  ------------------------------------  ,NOTE ADDED: Aug  5 2017 12:02PM BY: Atlas System  Client Name: Mr Greg Thompson, Id: 55228 - transferred out of this course on to Course Id: 5526  ------------------------------------  ,NOTE ADDED: Aug  6 2017  2:36PM BY: Atlas System  Client Name: Ms Kirstin Eden, Id: 56885 - transferred into this course from course Id: 5257  ------------------------------------  ,NOTE ADDED: Aug  7 2017  1:34PM BY: Atlas System  Client Name: Helen Georgiou, Id: 59416 - transferred out of this course on to Course Id: 5497  ------------------------------------  ,NOTE ADDED: Aug  7 2017  1:54PM BY: Atlas System  Client Name: Fiona Bage, Id: 59322 - transferred out of this course on to Course Id: 5533  ------------------------------------  ,NOTE ADDED: Aug  7 2017  2:08PM BY: Atlas System  Client Name: Mr Murad Ali, Id: 56691 - transferred into this course from course Id: 5362  ------------------------------------  ,NOTE ADDED: Aug  8 2017 12:14PM BY: Atlas System  Client Name: Miss Samantha Cusack, Id: 58217 - transferred into this course from course Id: 5282  ------------------------------------  ,NOTE ADDED: Aug  8 2017  3:42PM BY: Atlas System  Client Name: Ms Linda Taylor, Id: 52825 - transferred into this course from course Id: 5256  ------------------------------------  ,NOTE ADDED: Aug 10 2017  9:47AM BY: Justin Goult  Client Name: Mrs Sheena LONGMIRE, Id: 59456 - transferred out of this course on to Course Id: 5535  ------------------------------------  ,NOTE ADDED: Aug 10 2017  9:47AM BY: Justin Goult    ------------------------------------  ,NOTE ADDED: Aug 11 2017  2:49PM BY: Sam Foster  Client Name: Mr William Brown, Id: 53797 - transferred into this course from course Id: 5260  ------------------------------------  ,NOTE ADDED: Aug 11 2017  2:49PM BY: Sam Foster    ------------------------------------  ,NOTE ADDED: Aug 14 2017 12:52PM BY: Justin Goult  Client Name: Miss Samantha Cusack, Id: 58217 - transferred out of this course on to Course Id: 5510  ------------------------------------  ,NOTE ADDED: Aug 14 2017 12:52PM BY: Justin Goult    ------------------------------------  ,NOTE ADDED: Aug 15 2017 11:23AM BY: Justin Goult  Client Name: Mr Murad Ali, Id: 56691 - transferred out of this course on to Course Id: 5366  ------------------------------------  ,NOTE ADDED: Aug 15 2017 11:23AM BY: Justin Goult    ------------------------------------  ,NOTE ADDED: Aug 15 2017  2:06PM BY: Sam Foster  Client Name: Mr Stephen Goodchild, Id: 55294 - transferred into this course from course Id: 5261  ------------------------------------  ,NOTE ADDED: Aug 15 2017  2:06PM BY: Sam Foster    ------------------------------------  ,NOTE ADDED: Aug 16 2017 10:51AM BY: Ellie Sumpton  Client Name: Stacey Allan, Id: 59611 - transferred out of this course on to Course Id: 5475  ------------------------------------  ,NOTE ADDED: Aug 16 2017 10:51AM BY: Ellie Sumpton    ------------------------------------  ,NOTE ADDED: Aug 17 2017  9:27AM BY: Justin Goult  Client Name: JAmes ROBSON, Id: 59419 - transferred out of this course on to Course Id: 5527  ------------------------------------  ,NOTE ADDED: Aug 17 2017  9:27AM BY: Justin Goult    ------------------------------------  "
