AtlasCourseId,CourseReference,DORSCourseIdentifier,DORSForceContractIdentifier,AtlasVenueId,VenueName,DORSSiteIdentifier,CourseStartDateAndTime,CourseEndDateAndTime,CourseType,CourseEnabled,DORSSChemeName,DORSSchemeIdentifier,Notes
5522,PL95,2655938,639,27,The Pavillion Peterlee,625,2017-09-09 08:30,2017-09-09 12:30,National Speed Awareness Course,YES,National Speed Awareness Course,2,"NOTE ADDED: Aug  6 2017  2:12PM BY: Atlas System  Client Name: Mark Turner, Id: 59266 - transferred into this course from course Id: 5257  ------------------------------------  ,NOTE ADDED: Aug  7 2017  9:28AM BY: Atlas System  Client Name: Charles Oliver, Id: 58453 - transferred into this course from course Id: 5341  ------------------------------------  ,NOTE ADDED: Aug  7 2017 10:59AM BY: Atlas System  Client Name: Maureen Murrish, Id: 59019 - transferred into this course from course Id: 5450  ------------------------------------  ,NOTE ADDED: Aug  7 2017  1:06PM BY: Atlas System  Client Name: Stewart Williams, Id: 58731 - transferred into this course from course Id: 5540  ------------------------------------  ,NOTE ADDED: Aug  7 2017  1:19PM BY: Atlas System  Client Name: Terry Brown, Id: 60396 - transferred into this course from course Id: 5453  ------------------------------------  ,NOTE ADDED: Aug  8 2017  4:20PM BY: Atlas System  Client Name: Kenneth Metcalf, Id: 60212 - transferred into this course from course Id: 5523  ------------------------------------  ,NOTE ADDED: Aug  9 2017  3:21PM BY: Sam Foster  Client Name: Stephanie DELAP, Id: 56950 - transferred into this course from course Id: 5281  ------------------------------------  ,NOTE ADDED: Aug  9 2017  3:21PM BY: Sam Foster    ------------------------------------  ,NOTE ADDED: Aug 11 2017  7:54AM BY: Ellie Sumpton  Client Name: Kate Burnside, Id: 60261 - transferred into this course from course Id: 5480  ------------------------------------  ,NOTE ADDED: Aug 11 2017  7:54AM BY: Ellie Sumpton    ------------------------------------  ,NOTE ADDED: Aug 14 2017 11:06AM BY: Justin Goult  Client Name: Mrs Angela SUTER, Id: 60998 - transferred out of this course on to Course Id: 5543  ------------------------------------  ,NOTE ADDED: Aug 14 2017 11:06AM BY: Justin Goult    ------------------------------------  ,NOTE ADDED: Aug 24 2017 10:21AM BY: Joanne Coulter  Client Name: Ms Karla Huddart, Id: 58335 - transferred into this course from course Id: 5486  ------------------------------------  ,NOTE ADDED: Aug 24 2017 10:21AM BY: Joanne Coulter    ------------------------------------  ,NOTE ADDED: Sep  6 2017  9:00AM BY: Justin Goult  Client Name: Charles Oliver, Id: 58453 - transferred out of this course on to Course Id: 5653  ------------------------------------  ,NOTE ADDED: Sep  6 2017  9:00AM BY: Justin Goult    ------------------------------------  ,NOTE ADDED: Sep  8 2017  8:46AM BY: Justin Goult  Client Name: Mr Graham Lawson, Id: 60573 - transferred out of this course on to Course Id: 5642  ------------------------------------  ,NOTE ADDED: Sep  8 2017  8:46AM BY: Justin Goult    ------------------------------------  ,NOTE ADDED: Sep 11 2017  8:36AM BY: Ellie Sumpton  Client Name: Ms Karla Huddart, Id: 58335 - transferred out of this course on to Course Id: 5484  ------------------------------------  ,NOTE ADDED: Sep 11 2017  8:36AM BY: Ellie Sumpton    ------------------------------------  ,NOTE ADDED: Sep 11 2017  9:41AM BY: Justin Goult  Client Name: Stewart Williams, Id: 58731 - transferred out of this course on to Course Id: 5642  ------------------------------------  ,NOTE ADDED: Sep 11 2017  9:41AM BY: Justin Goult    ------------------------------------  ,NOTE ADDED: Sep 13 2017  2:43PM BY: Sam Foster  Client Name: Stephanie DELAP, Id: 56950 - transferred out of this course on to Course Id: 5525  ------------------------------------  ,NOTE ADDED: Sep 13 2017  2:43PM BY: Sam Foster    ------------------------------------  "
5551,WDUDT33,2655968,640,16,Morrison Trust Darlington,626,2017-09-09 08:30,2017-09-09 11:45,What's Driving Us?,YES,What's Driving Us? Course,6,"NOTE ADDED: Aug  4 2017  8:31AM BY: Atlas System  Client Name: Ian Hall, Id: 60234 - transferred into this course from course Id: 5323  ------------------------------------  ,NOTE ADDED: Aug  4 2017  1:26PM BY: Atlas System  Client Name: Steven Hodgson, Id: 58973 - transferred into this course from course Id: 5321  ------------------------------------  ,NOTE ADDED: Aug  6 2017  2:23PM BY: Atlas System  Client Name: Ms Michal Stanislaw Kuras, Id: 53413 - transferred into this course from course Id: 5425  ------------------------------------  ,NOTE ADDED: Aug 11 2017  8:52AM BY: Ellie Sumpton  Client Name: Ian Hall, Id: 60234 - transferred out of this course on to Course Id: 5323  ------------------------------------  ,NOTE ADDED: Aug 11 2017  8:52AM BY: Ellie Sumpton    ------------------------------------  ,NOTE ADDED: Aug 17 2017  3:53PM BY: Sam Foster  Client Name: Miss Paula PITT, Id: 58616 - transferred into this course from course Id: 5323  ------------------------------------  ,NOTE ADDED: Aug 17 2017  3:53PM BY: Sam Foster    ------------------------------------  ,NOTE ADDED: Aug 17 2017  3:57PM BY: Sam Foster  Client Name: Mr Alan Vance, Id: 59092 - transferred into this course from course Id: 5323  ------------------------------------  ,NOTE ADDED: Aug 17 2017  3:57PM BY: Sam Foster    ------------------------------------  ,NOTE ADDED: Aug 25 2017  1:24PM BY: Sam Foster  Client Name: Mr Cameron Wright, Id: 53972 - transferred into this course from course Id: 5426  ------------------------------------  ,NOTE ADDED: Aug 25 2017  1:24PM BY: Sam Foster    ------------------------------------  ,NOTE ADDED: Aug 31 2017  8:45AM BY: Justin Goult  Client Name: Mr Paul Homer, Id: 56839 - transferred into this course from course Id: 5549  ------------------------------------  ,NOTE ADDED: Aug 31 2017  8:45AM BY: Justin Goult    ------------------------------------  ,NOTE ADDED: Sep 11 2017 10:25AM BY: Justin Goult  Client Name: Mr Paul Homer, Id: 56839 - transferred out of this course on to Course Id: 5550  ------------------------------------  ,NOTE ADDED: Sep 11 2017 10:25AM BY: Justin Goult    ------------------------------------  ,NOTE ADDED: Sep 11 2017  2:13PM BY: Justin Goult  Client Name: Steven Hodgson, Id: 58973 - transferred out of this course on to Course Id: 5645  ------------------------------------  ,NOTE ADDED: Sep 11 2017  2:13PM BY: Justin Goult    ------------------------------------  ,NOTE ADDED: Sep 11 2017  2:26PM BY: Alex Pitcher  Client Name: Mr Reece Dawson, Id: 62814 - transferred out of this course on to Course Id: 5645  ------------------------------------  ,NOTE ADDED: Sep 11 2017  2:26PM BY: Alex Pitcher    ------------------------------------  ,NOTE ADDED: Sep 13 2017  2:16PM BY: Sam Foster  Client Name: Ms Michal Stanislaw Kuras, Id: 53413 - transferred out of this course on to Course Id: 5550  ------------------------------------  ,NOTE ADDED: Sep 13 2017  2:16PM BY: Sam Foster    ------------------------------------  "
5559,D4C76C,2660674,223,24,TAD Centre,152,2017-09-08 15:00,2017-09-08 17:15,Driving 4 Change,YES,Driving 4 Change Course,5,NULL
5559,D4C76C,2660674,634,24,TAD Centre,152,2017-09-08 15:00,2017-09-08 17:15,Driving 4 Change,YES,Driving 4 Change Course,5,NULL
5475,ST674A,2655892,639,9,Durham Tees Valley Business Centre,709,2017-09-08 13:30,2017-09-08 17:30,National Speed Awareness Course,YES,National Speed Awareness Course,2,"NOTE ADDED: Aug  4 2017  7:08AM BY: Atlas System  Client Name: Ms Jane Oswald, Id: 58288 - transferred into this course from course Id: 5412  ------------------------------------  ,NOTE ADDED: Aug  4 2017 10:33AM BY: Atlas System  Client Name: Mrs Ann Hickford, Id: 55350 - transferred into this course from course Id: 5461  ------------------------------------  ,NOTE ADDED: Aug 16 2017 10:51AM BY: Ellie Sumpton  Client Name: Stacey Allan, Id: 59611 - transferred into this course from course Id: 5458  ------------------------------------  ,NOTE ADDED: Aug 16 2017 10:51AM BY: Ellie Sumpton    ------------------------------------  ,NOTE ADDED: Aug 16 2017 11:11AM BY: Justin Goult  Client Name: Andrew Harbron, Id: 59623 - transferred into this course from course Id: 5508  ------------------------------------  ,NOTE ADDED: Aug 16 2017 11:11AM BY: Justin Goult    ------------------------------------  ,NOTE ADDED: Aug 16 2017  3:12PM BY: Justin Goult  Client Name: Ms Christine Richardson, Id: 54453 - transferred into this course from course Id: 5460  ------------------------------------  ,NOTE ADDED: Aug 16 2017  3:12PM BY: Justin Goult    ------------------------------------  ,NOTE ADDED: Aug 23 2017  7:18AM BY: Ellie Sumpton  Client Name: Mrs Ann Hickford, Id: 55350 - transferred out of this course on to Course Id: 5502  ------------------------------------  ,NOTE ADDED: Aug 23 2017  7:18AM BY: Ellie Sumpton    ------------------------------------  ,NOTE ADDED: Aug 24 2017  3:39PM BY: Ellie Sumpton  Client Name: Ms Abbie Hingley Now Evans, Id: 58794 - transferred into this course from course Id: 5416  ------------------------------------  ,NOTE ADDED: Aug 24 2017  3:39PM BY: Ellie Sumpton    ------------------------------------  ,NOTE ADDED: Aug 31 2017 10:38AM BY: Atlas Systems Administration  Client Name: Ms Abbie Hingley Now Evans, Id: 58794 - transferred out of this course on to Course Id: 5504  ------------------------------------  ,NOTE ADDED: Aug 31 2017 10:38AM BY: Atlas Systems Administration    ------------------------------------  ,NOTE ADDED: Aug 31 2017  4:01PM BY: Justin Goult  Client Name: Mr John Harrison, Id: 59954 - transferred out of this course on to Course Id: 5497  ------------------------------------  ,NOTE ADDED: Aug 31 2017  4:01PM BY: Justin Goult    ------------------------------------  ,NOTE ADDED: Sep  2 2017  2:56PM BY: Sam Foster  Client Name: Mr Liam Rowney, Id: 55832 - transferred into this course from course Id: 5370  ------------------------------------  ,NOTE ADDED: Sep  2 2017  2:56PM BY: Sam Foster    ------------------------------------  ,NOTE ADDED: Sep  6 2017 11:34AM BY: Justin Goult  Client Name: Joanne Pagnanelli, Id: 60825 - transferred out of this course on to Course Id: 5581  ------------------------------------  ,NOTE ADDED: Sep  6 2017 11:34AM BY: Justin Goult    ------------------------------------  ,NOTE ADDED: Sep  7 2017  8:18AM BY: Sam Foster  Client Name: Ms Stephaine Spensley, Id: 59499 - transferred out of this course on to Course Id: 5498  ------------------------------------  ,NOTE ADDED: Sep  7 2017  8:18AM BY: Sam Foster    ------------------------------------  ,NOTE ADDED: Sep  7 2017  8:28AM BY: Joanne Coulter  Client Name: Said Ahmed, Id: 61190 - transferred into this course from course Id: 5467  ------------------------------------  ,NOTE ADDED: Sep  7 2017  8:28AM BY: Joanne Coulter    ------------------------------------  ,NOTE ADDED: Sep 12 2017  3:18PM BY: Sam Foster  Client Name: Mr Lee Lancaster, Id: 62834 - transferred out of this course on to Course Id: 5479  ------------------------------------  ,NOTE ADDED: Sep 12 2017  3:18PM BY: Sam Foster    ------------------------------------  "
5558,D4C76B,2660673,223,24,TAD Centre,152,2017-09-08 11:45,2017-09-08 14:00,Driving 4 Change,YES,Driving 4 Change Course,5,NULL
5558,D4C76B,2660673,634,24,TAD Centre,152,2017-09-08 11:45,2017-09-08 14:00,Driving 4 Change,YES,Driving 4 Change Course,5,NULL
5557,D4C76A,2660672,223,24,TAD Centre,152,2017-09-08 09:00,2017-09-08 11:15,Driving 4 Change,YES,Driving 4 Change Course,5,NULL
5557,D4C76A,2660672,634,24,TAD Centre,152,2017-09-08 09:00,2017-09-08 11:15,Driving 4 Change,YES,Driving 4 Change Course,5,NULL
5474,ST674,2655891,639,9,Durham Tees Valley Business Centre,709,2017-09-08 08:30,2017-09-08 12:30,National Speed Awareness Course,YES,National Speed Awareness Course,2,"NOTE ADDED: Aug  4 2017  7:16AM BY: Atlas System  Client Name: Mr Wilfred Hamer, Id: 58762 - transferred into this course from course Id: 5462  ------------------------------------  ,NOTE ADDED: Aug  7 2017  8:27AM BY: Atlas System  Client Name: Mr VINOD HUKKERI, Id: 59565 - transferred into this course from course Id: 5403  ------------------------------------  ,NOTE ADDED: Aug  7 2017 12:42PM BY: Atlas System  Client Name: Mr Brian Callaghan, Id: 60229 - transferred into this course from course Id: 5473  ------------------------------------  ,NOTE ADDED: Aug  7 2017 12:52PM BY: Atlas System  Client Name: Mr Craig Bramhald, Id: 55767 - transferred into this course from course Id: 5302  ------------------------------------  ,NOTE ADDED: Aug  7 2017  2:59PM BY: Atlas System  Client Name: Mrs Lois Hugill, Id: 56187 - transferred into this course from course Id: 5415  ------------------------------------  ,NOTE ADDED: Aug 15 2017  1:26PM BY: Justin Goult  Client Name: Cheryl Bivens, Id: 60585 - transferred out of this course on to Course Id: 5496  ------------------------------------  ,NOTE ADDED: Aug 15 2017  1:26PM BY: Justin Goult    ------------------------------------  ,NOTE ADDED: Aug 25 2017 10:50AM BY: Justin Goult  Client Name: Miss Victoria Thompson, Id: 58337 - transferred into this course from course Id: 5415  ------------------------------------  ,NOTE ADDED: Aug 25 2017 10:50AM BY: Justin Goult    ------------------------------------  ,NOTE ADDED: Aug 30 2017  8:52AM BY: Justin Goult  Client Name: Mark Hopper, Id: 62230 - transferred out of this course on to Course Id: 5560  ------------------------------------  ,NOTE ADDED: Aug 30 2017  8:52AM BY: Justin Goult    ------------------------------------  ,NOTE ADDED: Sep  3 2017  3:39PM BY: Sam Foster  Client Name: Vicki Kilpatrick, Id: 58633 - transferred into this course from course Id: 5372  ------------------------------------  ,NOTE ADDED: Sep  3 2017  3:39PM BY: Sam Foster    ------------------------------------  ,NOTE ADDED: Sep  8 2017  8:36AM BY: Justin Goult  Client Name: Mr Jarred Dossantos, Id: 62594 - transferred out of this course on to Course Id: 5478  ------------------------------------  ,NOTE ADDED: Sep  8 2017  8:36AM BY: Justin Goult    ------------------------------------  ,NOTE ADDED: Sep 12 2017  2:27PM BY: Sam Foster  Client Name: Angela Draper, Id: 61189 - transferred out of this course on to Course Id: 5588  ------------------------------------  ,NOTE ADDED: Sep 12 2017  2:27PM BY: Sam Foster    ------------------------------------  "
5473,ST673A,2655890,639,9,Durham Tees Valley Business Centre,709,2017-09-07 13:30,2017-09-07 17:30,National Speed Awareness Course,YES,National Speed Awareness Course,2,"NOTE ADDED: Aug  4 2017  7:21AM BY: Atlas System  Client Name: Mr Sean Morrow, Id: 58796 - transferred out of this course on to Course Id: 5275  ------------------------------------  ,NOTE ADDED: Aug  6 2017  2:17PM BY: Atlas System  Client Name: Mr Glen Faulkner, Id: 58929 - transferred into this course from course Id: 5459  ------------------------------------  ,NOTE ADDED: Aug  7 2017 12:42PM BY: Atlas System  Client Name: Mr Brian Callaghan, Id: 60229 - transferred out of this course on to Course Id: 5474  ------------------------------------  ,NOTE ADDED: Aug  9 2017  1:39PM BY: Ellie Sumpton  Client Name: Ms Ami Brunton, Id: 59388 - transferred out of this course on to Course Id: 5497  ------------------------------------  ,NOTE ADDED: Aug  9 2017  1:39PM BY: Ellie Sumpton    ------------------------------------  ,NOTE ADDED: Aug 10 2017 11:14AM BY: Ellie Sumpton  Client Name: Mr Lee Bramley, Id: 55323 - transferred into this course from course Id: 5410  ------------------------------------  ,NOTE ADDED: Aug 10 2017 11:14AM BY: Ellie Sumpton    ------------------------------------  ,NOTE ADDED: Aug 10 2017  1:23PM BY: Justin Goult  Client Name: Ms Karen Drysdale, Id: 59882 - transferred out of this course on to Course Id: 5410  ------------------------------------  ,NOTE ADDED: Aug 10 2017  1:23PM BY: Justin Goult    ------------------------------------  ,NOTE ADDED: Aug 11 2017 10:01AM BY: Ellie Sumpton  Client Name: Jason Clark, Id: 56500 - transferred into this course from course Id: 5408  ------------------------------------  ,NOTE ADDED: Aug 11 2017 10:01AM BY: Ellie Sumpton    ------------------------------------  ,NOTE ADDED: Aug 17 2017 11:54AM BY: Joanne Coulter  Client Name: Mr Derek Peacock, Id: 56910 - transferred into this course from course Id: 5412  ------------------------------------  ,NOTE ADDED: Aug 17 2017 11:54AM BY: Joanne Coulter    ------------------------------------  ,NOTE ADDED: Aug 17 2017  2:35PM BY: Justin Goult  Client Name: Miss Alexandra McBurney, Id: 58704 - transferred into this course from course Id: 5416  ------------------------------------  ,NOTE ADDED: Aug 17 2017  2:35PM BY: Justin Goult    ------------------------------------  ,NOTE ADDED: Aug 18 2017 12:43PM BY: Sam Foster  Client Name: Mr Raymond Andrews Walker, Id: 58755 - transferred into this course from course Id: 5409  ------------------------------------  ,NOTE ADDED: Aug 18 2017 12:43PM BY: Sam Foster    ------------------------------------  ,NOTE ADDED: Aug 23 2017 10:32AM BY: Justin Goult  Client Name: Mr Mark HARRISON, Id: 58653 - transferred into this course from course Id: 5345  ------------------------------------  ,NOTE ADDED: Aug 23 2017 10:32AM BY: Justin Goult    ------------------------------------  ,NOTE ADDED: Aug 25 2017  4:05PM BY: Sam Foster  Client Name: Mr Simon Kasonali, Id: 58676 - transferred into this course from course Id: 5377  ------------------------------------  ,NOTE ADDED: Aug 25 2017  4:05PM BY: Sam Foster    ------------------------------------  ,NOTE ADDED: Sep 12 2017  9:04AM BY: Justin Goult  Client Name: Daniel Murphy, Id: 61217 - transferred out of this course on to Course Id: 5497  ------------------------------------  ,NOTE ADDED: Sep 12 2017  9:04AM BY: Justin Goult    ------------------------------------  ,NOTE ADDED: Sep 12 2017  1:45PM BY: Sam Foster  Client Name: Mr Simon Kasonali, Id: 58676 - transferred out of this course on to Course Id: 5481  ------------------------------------  ,NOTE ADDED: Sep 12 2017  1:45PM BY: Sam Foster    ------------------------------------  ,NOTE ADDED: Sep 14 2017 12:04PM BY: Sam Foster  Client Name: Jason Clark, Id: 56500 - transferred out of this course on to Course Id: 5502  ------------------------------------  ,NOTE ADDED: Sep 14 2017 12:04PM BY: Sam Foster    ------------------------------------  "
5537,DC84A,2655953,639,18,Signature,708,2017-09-07 13:30,2017-09-07 17:30,National Speed Awareness Course,YES,National Speed Awareness Course,2,"NOTE ADDED: Aug  6 2017  2:27PM BY: Atlas System  Client Name: Mr Adam Richardson, Id: 58209 - transferred into this course from course Id: 5418  ------------------------------------  ,NOTE ADDED: Aug  6 2017  4:06PM BY: Atlas System  Client Name: Ms Helen Black, Id: 58496 - transferred into this course from course Id: 5372  ------------------------------------  ,NOTE ADDED: Aug  7 2017  1:51PM BY: Atlas System  Client Name: Mr Marvin Ryder, Id: 58686 - transferred into this course from course Id: 5376  ------------------------------------  ,NOTE ADDED: Aug 10 2017 10:24AM BY: Justin Goult  Client Name: Ms Mariam Anderiessen-Brown, Id: 59252 - transferred into this course from course Id: 5529  ------------------------------------  ,NOTE ADDED: Aug 10 2017 10:24AM BY: Justin Goult    ------------------------------------  ,NOTE ADDED: Aug 16 2017 10:32AM BY: Justin Goult  Client Name: Martin Crowley, Id: 61419 - transferred out of this course on to Course Id: 5543  ------------------------------------  ,NOTE ADDED: Aug 16 2017 10:32AM BY: Justin Goult    ------------------------------------  ,NOTE ADDED: Aug 31 2017  8:50AM BY: Justin Goult  Client Name: Mr Phillip ABSON, Id: 56855 - transferred into this course from course Id: 5274  ------------------------------------  ,NOTE ADDED: Aug 31 2017  8:50AM BY: Justin Goult    ------------------------------------  ,NOTE ADDED: Sep  2 2017  1:37PM BY: Sam Foster  Client Name: Mr Jamie Phillips, Id: 53427 - transferred into this course from course Id: 5274  ------------------------------------  ,NOTE ADDED: Sep  2 2017  1:37PM BY: Sam Foster    ------------------------------------  "
5472,ST673,2655889,639,9,Durham Tees Valley Business Centre,709,2017-09-07 08:30,2017-09-07 12:30,National Speed Awareness Course,YES,National Speed Awareness Course,2,"NOTE ADDED: Aug  5 2017 10:14AM BY: Atlas System  Client Name: Miss Emma Chapman, Id: 54838 - transferred into this course from course Id: 5403  ------------------------------------  ,NOTE ADDED: Aug  6 2017  2:53PM BY: Atlas System  Client Name: Mr Philip Sowden, Id: 59176 - transferred into this course from course Id: 5449  ------------------------------------  ,NOTE ADDED: Aug  6 2017  3:27PM BY: Atlas System  Client Name: Mr Paul Dalkin, Id: 58764 - transferred into this course from course Id: 5453  ------------------------------------  ,NOTE ADDED: Aug  7 2017  8:55AM BY: Atlas System  Client Name: Andrea Henry, Id: 59925 - transferred into this course from course Id: 5460  ------------------------------------  ,NOTE ADDED: Aug  7 2017 12:56PM BY: Atlas System  Client Name: Susan Ridsdale, Id: 59021 - transferred into this course from course Id: 5454  ------------------------------------  ,NOTE ADDED: Aug  7 2017  2:27PM BY: Atlas System  Client Name: Miss Kelly Mcavoy, Id: 56570 - transferred into this course from course Id: 5367  ------------------------------------  ,NOTE ADDED: Aug  8 2017  2:04PM BY: Atlas System  Client Name: Miss Kelly Mcavoy, Id: 56570 - transferred out of this course on to Course Id: 5476  ------------------------------------  ,NOTE ADDED: Aug  8 2017  4:15PM BY: Atlas System  Client Name: Ms Patricia Curbishley, Id: 59459 - transferred out of this course on to Course Id: 5412  ------------------------------------  ,NOTE ADDED: Aug  9 2017  1:45PM BY: Justin Goult  Client Name: Mr Michael Brown, Id: 55581 - transferred into this course from course Id: 5336  ------------------------------------  ,NOTE ADDED: Aug  9 2017  1:45PM BY: Justin Goult    ------------------------------------  ,NOTE ADDED: Aug 15 2017  8:31AM BY: Ellie Sumpton  Client Name: Mr Robert Smith, Id: 56201 - transferred into this course from course Id: 5413  ------------------------------------  ,NOTE ADDED: Aug 15 2017  8:31AM BY: Ellie Sumpton    ------------------------------------  ,NOTE ADDED: Aug 31 2017  3:34PM BY: Amanda Hewitt  Client Name: Mr Lee Goodhall, Id: 60855 - transferred out of this course on to Course Id: 5620  ------------------------------------  ,NOTE ADDED: Aug 31 2017  3:34PM BY: Amanda Hewitt    ------------------------------------  ,NOTE ADDED: Sep  4 2017  8:06AM BY: Justin Goult  Client Name: Mr Ryan Bates, Id: 56624 - transferred into this course from course Id: 5466  ------------------------------------  ,NOTE ADDED: Sep  4 2017  8:06AM BY: Justin Goult    ------------------------------------  "
5536,DC84,2655952,639,18,Signature,708,2017-09-07 08:30,2017-09-07 12:30,National Speed Awareness Course,YES,National Speed Awareness Course,2,"NOTE ADDED: Aug  4 2017  6:46AM BY: Atlas System  Client Name: Ms Helen Hopper, Id: 58545 - transferred into this course from course Id: 5417  ------------------------------------  ,NOTE ADDED: Aug  4 2017  7:22AM BY: Atlas System  Client Name: Miss Kathryn Simm, Id: 55619 - transferred into this course from course Id: 5303  ------------------------------------  ,NOTE ADDED: Aug  6 2017  1:58PM BY: Atlas System  Client Name: Mr Fred Wilkinson, Id: 54097 - transferred into this course from course Id: 5274  ------------------------------------  ,NOTE ADDED: Aug  6 2017  3:24PM BY: Atlas System  Client Name: Ms Gemma Reynolds, Id: 54843 - transferred into this course from course Id: 5450  ------------------------------------  ,NOTE ADDED: Aug 14 2017  9:47AM BY: Justin Goult  Client Name: Mr Calum Greaves, Id: 58392 - transferred into this course from course Id: 5410  ------------------------------------  ,NOTE ADDED: Aug 14 2017  9:47AM BY: Justin Goult    ------------------------------------  ,NOTE ADDED: Aug 15 2017 11:24AM BY: Justin Goult  Client Name: Robert Hancock, Id: 61312 - transferred out of this course on to Course Id: 5540  ------------------------------------  ,NOTE ADDED: Aug 15 2017 11:24AM BY: Justin Goult    ------------------------------------  ,NOTE ADDED: Aug 16 2017  1:42PM BY: Sam Foster  Client Name: Syad Meah, Id: 58927 - transferred into this course from course Id: 5448  ------------------------------------  ,NOTE ADDED: Aug 16 2017  1:42PM BY: Sam Foster    ------------------------------------  ,NOTE ADDED: Aug 17 2017  2:41PM BY: Justin Goult  Client Name: Ms Jemma Liesicke, Id: 56573 - transferred into this course from course Id: 5295  ------------------------------------  ,NOTE ADDED: Aug 17 2017  2:41PM BY: Justin Goult    ------------------------------------  ,NOTE ADDED: Aug 18 2017  2:42PM BY: Ellie Sumpton  Client Name: Ms HAZEL HURST, Id: 58135 - transferred into this course from course Id: 5272  ------------------------------------  ,NOTE ADDED: Aug 18 2017  2:42PM BY: Ellie Sumpton    ------------------------------------  ,NOTE ADDED: Aug 24 2017  3:50PM BY: Ellie Sumpton  Client Name: Ms Doreen Dunn, Id: 61640 - transferred into this course from course Id: 5538  ------------------------------------  ,NOTE ADDED: Aug 24 2017  3:50PM BY: Ellie Sumpton    ------------------------------------  ,NOTE ADDED: Sep  6 2017  9:22AM BY: Justin Goult  Client Name: Ms Alison Chambers, Id: 60073 - transferred out of this course on to Course Id: 5518  ------------------------------------  ,NOTE ADDED: Sep  6 2017  9:22AM BY: Justin Goult    ------------------------------------  ,NOTE ADDED: Sep 12 2017  2:03PM BY: Sam Foster  Client Name: Miss Kathryn Simm, Id: 55619 - transferred out of this course on to Course Id: 5633  ------------------------------------  ,NOTE ADDED: Sep 12 2017  2:03PM BY: Sam Foster    ------------------------------------  "
